metric,phase,role,n_available,missingness_rate,unique_values,corr_task_success,corr_outcome_rank,ceiling_rate,floor_rate,validity_assessment
agent_a_correct_acceptance_rate,Agent A evaluation,supplementary metric,557,0.0,2,0.4453577400615409,0.4318783633337383,0.5960502692998204,0.40394973070017953,valid as supporting context; weak standalone indicator in current data
agent_a_false_acceptance_rate,Agent A evaluation,supplementary metric,557,0.0,2,-0.4537480425804495,-0.22243158937122165,0.026929982046678635,0.9730700179533214,valid as supporting context; weak standalone indicator in current data
agent_a_false_rejection_rate,Agent A evaluation,supplementary metric,557,0.0,2,0.23173319412720278,0.2247194639435854,0.28545780969479356,0.7145421903052065,valid as supporting context; weak standalone indicator in current data
agent_a_question_count,Agent A evaluation,supplementary metric,557,0.0,7,0.3919849154556485,0.41759146230664246,0.0017953321364452424,0.348294434470377,valid as supporting context; weak standalone indicator in current data
agent_a_satisfaction_calibration,Agent A evaluation,supplementary metric,557,0.0,2,-0.2154760818557006,-0.20895439597961812,0.7432675044883303,0.25673249551166966,valid as supporting context; weak standalone indicator in current data
agent_a_user_effort,Agent A evaluation,supplementary metric,557,0.0,13,0.49801632749315355,0.546691709211193,0.01615798922800718,0.03231597845601436,valid as supporting context; weak standalone indicator in current data
agent_a_verifier_catch_rate,Agent A evaluation,supplementary metric,557,0.0,3,-0.0894140454930472,-0.0867078039807946,0.9425493716337523,0.05206463195691203,valid as supporting context; weak standalone indicator in current data
agent_b_avg_latency_sec,Agent B response / grounding,supplementary metric,557,0.0,97,0.027067571312090824,0.08015959848613664,0.00718132854578097,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
agent_b_best_route_discovery_turn,Agent B response / grounding,supplementary metric,398,0.2854578096947935,6,0.014920770808365557,0.014920770808365557,0.003590664272890485,0.6283662477558348,valid as supporting context; weak standalone indicator in current data
agent_b_hallucinated_content_rate,Agent B response / grounding,supplementary metric,557,0.0,6,-0.16064656215260462,-0.18074295464489548,0.0017953321364452424,0.9856373429084381,valid as supporting context; weak standalone indicator in current data
agent_b_hallucinated_station_rate,Agent B response / grounding,supplementary metric,557,0.0,6,-0.22849338269017516,-0.2541808420116301,0.00718132854578097,0.9856373429084381,valid as supporting context; weak standalone indicator in current data
agent_b_model_generation_latency,Agent B response / grounding,supplementary metric,557,0.0,524,0.2437954311118586,0.2522357356534378,0.0017953321364452424,0.012567324955116697,valid as supporting context; weak standalone indicator in current data
agent_b_optimality_ratio,Agent B response / grounding,supplementary metric,506,0.09156193895870735,12,0.005285195384758774,0.005285195384758774,0.0017953321364452424,0.017953321364452424,valid as supporting context; weak standalone indicator in current data
agent_b_pareto_improvement_rate,Agent B response / grounding,supplementary metric,557,0.0,10,0.053193776091523814,0.08573028081360887,0.0017953321364452424,0.8689407540394973,valid as supporting context; weak standalone indicator in current data
agent_b_route_novelty,Agent B response / grounding,supplementary metric,557,0.0,11,-0.20506312118260506,-0.21789977056437124,0.6337522441651705,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
agent_b_valid_proposals_per_100_output_tokens,Agent B response / grounding,supplementary metric,510,0.08438061041292644,66,0.295066066443251,0.30370701718158755,0.4542190305206463,0.00718132854578097,valid as supporting context; weak standalone indicator in current data
audio_clipping_rate,Audio / turn-taking,supplementary metric,557,0.0,2,0.03489367285349551,0.03383756689754199,0.008976660682226212,0.9910233393177738,valid as supporting context; weak standalone indicator in current data
audio_loudness_stability,Audio / turn-taking,supplementary metric,557,0.0,329,-0.058691408485884895,-0.055700857544193336,0.0017953321364452424,0.03231597845601436,valid as supporting context; weak standalone indicator in current data
audio_raw_turn_latency,Audio / turn-taking,supplementary metric,557,0.0,557,0.33652700718767664,0.34973203547093124,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
audio_real_time_interaction_factor,Audio / turn-taking,supplementary metric,557,0.0,557,0.2899462377339804,0.3096290749798969,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
audio_response_latency,Audio / turn-taking,supplementary metric,557,0.0,97,0.027067571312090824,0.08015959848613664,0.00718132854578097,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
audio_speech_rate_wpm,Audio / turn-taking,supplementary metric,557,0.0,334,-0.4834624409711494,-0.5079731724708919,0.0017953321364452424,0.008976660682226212,valid as supporting context; weak standalone indicator in current data
audio_turn_budget_violation_rate,Audio / turn-taking,supplementary metric,557,0.0,20,-0.07437365520260371,-0.11242106817818644,0.7737881508078994,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
audio_turn_latency,Audio / turn-taking,supplementary metric,557,0.0,103,0.02603447643668665,0.07933483016232695,0.00718132854578097,0.012567324955116697,valid as supporting context; weak standalone indicator in current data
audio_utterance_duration,Audio / turn-taking,supplementary metric,557,0.0,332,0.4453958701748703,0.45224879121312805,0.008976660682226212,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
asr_constraint_preservation_rate,Automatic speech recognition,supplementary metric,510,0.08438061041292644,21,-0.0014964425734160245,0.06737875424827519,0.6642728904847397,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
asr_domain_correction_yield,Automatic speech recognition,supplementary metric,372,0.33213644524236985,114,0.2641370378394855,0.2805170071875952,0.03052064631956912,0.2980251346499102,valid as supporting context; weak standalone indicator in current data
asr_hallucinated_token_rate,Automatic speech recognition,supplementary metric,557,0.0,166,-0.12083203358536451,-0.1352772100334293,0.0017953321364452424,0.6337522441651705,valid as supporting context; weak standalone indicator in current data
asr_negation_preservation_rate,Automatic speech recognition,supplementary metric,504,0.0951526032315978,9,0.4358092044062736,0.47551117625224104,0.8581687612208259,0.019748653500897665,valid as supporting context; weak standalone indicator in current data
asr_numeric_preservation_rate,Automatic speech recognition,supplementary metric,507,0.08976660682226212,15,0.03175043170053654,0.045388325519283346,0.585278276481149,0.26032315978456017,valid as supporting context; weak standalone indicator in current data
asr_real_time_factor,Automatic speech recognition,supplementary metric,557,0.0,345,-0.13406200703261756,-0.0939197389164371,0.0017953321364452424,0.00718132854578097,valid as supporting context; weak standalone indicator in current data
asr_recognition_latency,Automatic speech recognition,supplementary metric,557,0.0,454,-0.13317973255290927,-0.08420970282072723,0.0017953321364452424,0.012567324955116697,valid as supporting context; weak standalone indicator in current data
asr_route_sequence_edit_distance,Automatic speech recognition,supplementary metric,507,0.08976660682226212,63,-0.08440254039061665,-0.1280953349965921,0.0017953321364452424,0.585278276481149,valid as supporting context; weak standalone indicator in current data
asr_semantic_asr_error_rate,Automatic speech recognition,supplementary metric,557,0.0,23,0.2023603234234433,0.2185730779262086,0.003590664272890485,0.5529622980251346,valid as supporting context; weak standalone indicator in current data
asr_sentence_error_rate,Automatic speech recognition,supplementary metric,557,0.0,65,-0.49386828516257775,-0.5163443075832699,0.09515260323159784,0.15798922800718132,valid as supporting context; weak standalone indicator in current data
asr_transcript_correction_count,Automatic speech recognition,supplementary metric,557,0.0,15,0.22237990772643812,0.24075205887760912,0.005385996409335727,0.45601436265709155,valid as supporting context; weak standalone indicator in current data
asr_uncorrected_misinterpretation_count,Automatic speech recognition,supplementary metric,557,0.0,62,-0.22285941322335015,-0.22719332083823554,0.0017953321364452424,0.15798922800718132,valid as supporting context; weak standalone indicator in current data
dialogue_management_clarification_precision,Dialogue management,supplementary metric,557,0.0,8,0.10680120828734672,0.08090690969679112,0.4362657091561939,0.526032315978456,valid as supporting context; weak standalone indicator in current data
dialogue_management_clarification_recall,Dialogue management,supplementary metric,557,0.0,3,-0.046985320883140565,-0.04556324423803062,0.9820466786355476,0.003590664272890485,valid as supporting context; weak standalone indicator in current data
dialogue_management_constraint_violation_handling_accuracy,Dialogue management,supplementary metric,557,0.0,2,-0.07075531629086257,-0.06861380739141583,0.9640933572710951,0.03590664272890485,valid as supporting context; weak standalone indicator in current data
dialogue_management_correct_next_action_rate,Dialogue management,supplementary metric,506,0.09156193895870735,12,-0.059047325653472156,-0.059047325653472156,0.49012567324955114,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
dialogue_management_invalid_proposal_handling_accuracy,Dialogue management,supplementary metric,557,0.0,3,-0.0894140454930472,-0.0867078039807946,0.9425493716337523,0.05206463195691203,valid as supporting context; weak standalone indicator in current data
dialogue_management_premature_answer_rate,Dialogue management,supplementary metric,557,0.0,6,-0.16064656215260462,-0.18074295464489548,0.0017953321364452424,0.9856373429084381,valid as supporting context; weak standalone indicator in current data
dialogue_management_repair_attempt_rate,Dialogue management,supplementary metric,557,0.0,9,-0.048712508563017114,-0.0633099399575185,0.0017953321364452424,0.9299820466786356,valid as supporting context; weak standalone indicator in current data
dialogue_management_repeated_repair_rate,Dialogue management,supplementary metric,557,0.0,8,0.14501438649947576,0.1588149807244322,0.10233393177737882,0.7504488330341114,valid as supporting context; weak standalone indicator in current data
dialogue_management_route_repetition_rate,Dialogue management,supplementary metric,557,0.0,11,0.2050631211826051,0.21789977056437124,0.0017953321364452424,0.6337522441651705,valid as supporting context; weak standalone indicator in current data
dialogue_management_route_revision_rate,Dialogue management,supplementary metric,557,0.0,9,-0.005129217698841549,0.029371209336815213,0.003590664272890485,0.9515260323159784,valid as supporting context; weak standalone indicator in current data
dialogue_management_turn_limit_utilization,Dialogue management,supplementary metric,557,0.0,17,0.1419410666520652,0.19644097612549902,0.16337522441651706,0.03052064631956912,valid as supporting context; weak standalone indicator in current data
dialogue_management_unnecessary_clarification_rate,Dialogue management,supplementary metric,557,0.0,8,-0.10680120828734672,-0.08090690969679112,0.526032315978456,0.4362657091561939,valid as supporting context; weak standalone indicator in current data
dialogue_state_candidate_deduplication_accuracy,Dialogue state tracking,supplementary metric,557,0.0,11,-0.20506312118260506,-0.21789977056437124,0.6337522441651705,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
dialogue_state_candidate_memory_precision,Dialogue state tracking,supplementary metric,506,0.09156193895870735,11,-0.03588435363651295,-0.03588435363651295,0.5421903052064632,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
dialogue_state_memory_update_rate,Dialogue state tracking,supplementary metric,557,0.0,7,-0.08980958963171219,-0.0870913764212538,0.9371633752244165,0.04129263913824058,valid as supporting context; weak standalone indicator in current data
dialogue_state_shared_state_agreement,Dialogue state tracking,supplementary metric,557,0.0,18,-0.08034891388340003,-0.1276290129420599,0.59245960502693,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
dialogue_state_slot_accuracy,Dialogue state tracking,supplementary metric,507,0.08976660682226212,72,0.07493390230910202,0.12519311771939867,0.585278276481149,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
nlg_bleu,Natural language generation,supplementary metric,557,0.0,91,0.3763045202511902,0.3659681381826914,0.05385996409335727,0.400359066427289,valid as supporting context; weak standalone indicator in current data
nlg_conciseness,Natural language generation,supplementary metric,557,0.0,30,-0.1582673316149137,-0.15347714881434826,0.7648114901256733,0.008976660682226212,valid as supporting context; weak standalone indicator in current data
nlg_estimated_spoken_duration,Natural language generation,supplementary metric,557,0.0,131,0.47771566232287793,0.5162927636225104,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
nlg_generation_acceptance_rate,Natural language generation,supplementary metric,557,0.0,10,0.017655874862615998,0.04121747677288095,0.0017953321364452424,0.9569120287253142,valid as supporting context; weak standalone indicator in current data
nlg_information_order_accuracy,Natural language generation,supplementary metric,506,0.09156193895870735,6,0.04976235817088374,0.04976235817088374,0.00718132854578097,0.7719928186714542,valid as supporting context; weak standalone indicator in current data
nlg_meteor,Natural language generation,supplementary metric,557,0.0,104,0.3945494566644815,0.38246574532816563,0.05385996409335727,0.2710951526032316,valid as supporting context; weak standalone indicator in current data
nlg_model_delivery_rate,Natural language generation,supplementary metric,557,0.0,11,-0.003366630526459838,0.0296489741286275,0.0017953321364452424,0.9569120287253142,valid as supporting context; weak standalone indicator in current data
nlg_rouge_l,Natural language generation,supplementary metric,557,0.0,94,0.4019338892008668,0.38767862950880866,0.05385996409335727,0.2710951526032316,valid as supporting context; weak standalone indicator in current data
nlg_route_mention_completeness,Natural language generation,supplementary metric,557,0.0,15,0.3770613849243067,0.37156593993227227,0.24416517055655296,0.32854578096947934,valid as supporting context; weak standalone indicator in current data
nlg_semantic_adequacy,Natural language generation,supplementary metric,557,0.0,26,0.38798867414291577,0.3825414096432218,0.05026929982046679,0.32854578096947934,valid as supporting context; weak standalone indicator in current data
nlg_semantic_similarity,Natural language generation,supplementary metric,557,0.0,76,0.366827886495297,0.35414947484655634,0.05385996409335727,0.2710951526032316,valid as supporting context; weak standalone indicator in current data
nlg_slot_error_rate,Natural language generation,supplementary metric,557,0.0,26,-0.38798867414291577,-0.38254140964322164,0.32854578096947934,0.05026929982046679,valid as supporting context; weak standalone indicator in current data
nlu_critical_slot_accuracy,Natural language understanding,supplementary metric,507,0.08976660682226212,13,0.18244323161449782,0.24631580531327665,0.6912028725314183,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
nlu_joint_frame_accuracy,Natural language understanding,supplementary metric,507,0.08976660682226212,14,0.10324549555718925,0.12863256018999156,0.585278276481149,0.00718132854578097,valid as supporting context; weak standalone indicator in current data
nlu_latency,Natural language understanding,supplementary metric,557,0.0,124,0.29463353095884715,0.2969876061800095,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
nlu_origin_destination_accuracy,Natural language understanding,supplementary metric,507,0.08976660682226212,13,0.18244323161449782,0.24631580531327665,0.6912028725314183,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
nlu_pipeline_input_match_rate,Natural language understanding,supplementary metric,557,0.0,18,-0.08034891388340003,-0.1276290129420599,0.59245960502693,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
nlu_semantic_frame_accuracy,Natural language understanding,supplementary metric,507,0.08976660682226212,14,0.10324549555718925,0.12863256018999156,0.585278276481149,0.00718132854578097,valid as supporting context; weak standalone indicator in current data
nlu_slot_precision,Natural language understanding,supplementary metric,507,0.08976660682226212,42,0.03672246921618336,0.09457038604625953,0.6642728904847397,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
nlu_slot_recall,Natural language understanding,supplementary metric,507,0.08976660682226212,63,0.08941046671760444,0.13440236921324894,0.5870736086175943,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
nlu_station_sequence_edit_distance,Natural language understanding,supplementary metric,507,0.08976660682226212,63,-0.08440254039061665,-0.1280953349965921,0.0017953321364452424,0.585278276481149,valid as supporting context; weak standalone indicator in current data
nlu_station_sequence_exact_match,Natural language understanding,supplementary metric,507,0.08976660682226212,14,0.10324549555718925,0.12863256018999156,0.585278276481149,0.00718132854578097,valid as supporting context; weak standalone indicator in current data
nlu_unknown_entity_detection_rate,Natural language understanding,supplementary metric,510,0.08438061041292644,6,0.4489377417108765,0.7132260200999568,0.9012567324955116,0.00718132854578097,valid as supporting context; weak standalone indicator in current data
best_candidate_turn,Other / task context,supplementary metric,506,0.09156193895870735,6,-0.005154745392054651,-0.005154745392054651,0.005385996409335727,0.7737881508078994,valid as supporting context; weak standalone indicator in current data
clarification_rate,Other / task context,supplementary metric,557,0.0,23,0.3977015961907604,0.41685621051721755,0.0017953321364452424,0.348294434470377,valid as supporting context; weak standalone indicator in current data
comparison_terms,Other / task context,supplementary metric,557,0.0,8,-0.02141175785523109,0.03326689271202499,0.005385996409335727,0.7737881508078994,valid as supporting context; weak standalone indicator in current data
condition_runtime_sec,Other / task context,supplementary metric,557,0.0,557,0.30313805943352695,0.31703342083138697,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
constraint_delay_probability,Other / task context,supplementary metric,557,0.0,13,0.15366726552137266,0.07902394363863245,0.00718132854578097,0.017953321364452424,valid as supporting context; weak standalone indicator in current data
constraint_delay_probability_gap,Other / task context,supplementary metric,506,0.09156193895870735,12,0.010971793740033842,0.010971793740033842,0.003590664272890485,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
constraint_duration_gap_min,Other / task context,supplementary metric,506,0.09156193895870735,12,-0.41176876885270275,-0.41176876885270275,0.017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
constraint_duration_min,Other / task context,supplementary metric,557,0.0,9,0.10367582942531826,0.1049741457925687,0.003590664272890485,0.00718132854578097,valid as supporting context; weak standalone indicator in current data
constraint_fullness_gap,Other / task context,supplementary metric,506,0.09156193895870735,3,-0.22050413851051795,-0.22050413851051795,0.003590664272890485,0.00718132854578097,valid as supporting context; weak standalone indicator in current data
constraint_line_change_count,Other / task context,supplementary metric,557,0.0,2,0.04447961306829092,0.03500298940568855,0.26570915619389585,0.7342908438061041,valid as supporting context; weak standalone indicator in current data
constraint_line_change_gap,Other / task context,supplementary metric,506,0.09156193895870735,4,-0.4295097962913432,-0.4295097962913432,0.03590664272890485,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
constraint_near_capacity,Other / task context,supplementary metric,557,0.0,2,0.03118161835469028,0.030237862935221554,0.00718132854578097,0.992818671454219,valid as supporting context; weak standalone indicator in current data
constraint_near_capacity_count,Other / task context,supplementary metric,557,0.0,2,0.03118161835469028,0.030237862935221554,0.00718132854578097,0.992818671454219,valid as supporting context; weak standalone indicator in current data
constraint_near_capacity_gap,Other / task context,supplementary metric,506,0.09156193895870735,3,-0.22050413851051795,-0.22050413851051795,0.003590664272890485,0.00718132854578097,valid as supporting context; weak standalone indicator in current data
constraint_transfer_miss_probability,Other / task context,supplementary metric,557,0.0,14,0.0336937069815587,0.019885702461439593,0.07540394973070018,0.003590664272890485,valid as supporting context; weak standalone indicator in current data
constraint_transfer_miss_probability_gap,Other / task context,supplementary metric,506,0.09156193895870735,14,-0.3188162199947427,-0.3188162199947427,0.003590664272890485,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
cooperation_terms,Other / task context,supplementary metric,557,0.0,8,0.3658789791810057,0.4369480729380795,0.0017953321364452424,0.11131059245960502,valid as supporting context; weak standalone indicator in current data
max_turn_elapsed_sec,Other / task context,supplementary metric,557,0.0,5,0.028102784479522375,0.08112052629556059,0.03231597845601436,0.8061041292639138,valid as supporting context; weak standalone indicator in current data
max_turn_latency_sec,Other / task context,supplementary metric,557,0.0,5,0.028102784479522375,0.08112052629556059,0.03231597845601436,0.8061041292639138,valid as supporting context; weak standalone indicator in current data
mean_turn_elapsed_sec,Other / task context,supplementary metric,557,0.0,103,0.02603447643668665,0.07933483016232695,0.00718132854578097,0.012567324955116697,valid as supporting context; weak standalone indicator in current data
mean_turn_latency_sec,Other / task context,supplementary metric,557,0.0,103,0.02603447643668665,0.07933483016232695,0.00718132854578097,0.012567324955116697,valid as supporting context; weak standalone indicator in current data
message_count,Other / task context,supplementary metric,557,0.0,14,0.13692800391527005,0.1648177459673744,0.10412926391382406,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
model_do_sample,Other / task context,supplementary metric,557,0.0,2,0.004710152459845407,-0.017177273153294023,0.36983842010771995,0.63016157989228,valid as supporting context; weak standalone indicator in current data
question_count,Other / task context,supplementary metric,557,0.0,7,0.3920189859618547,0.4175411594155909,0.0017953321364452424,0.348294434470377,valid as supporting context; weak standalone indicator in current data
reference_duration_min,Other / task context,supplementary metric,557,0.0,9,0.19059818340377338,0.16549223595554857,0.04308797127468582,0.08617594254937164,valid as supporting context; weak standalone indicator in current data
reference_line_change_count,Other / task context,supplementary metric,557,0.0,2,-0.049748734211442026,-0.06188676692920089,0.27289048473967686,0.7271095152603232,valid as supporting context; weak standalone indicator in current data
route_delay_probability,Other / task context,supplementary metric,506,0.09156193895870735,22,0.0697799409860443,0.0697799409860443,0.003590664272890485,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
route_duration_min,Other / task context,supplementary metric,506,0.09156193895870735,15,-0.2925540578304649,-0.2925540578304649,0.017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
route_line_change_count,Other / task context,supplementary metric,557,0.0,3,0.4862923422043566,0.5830596642802792,0.25673249551166966,0.0933572710951526,valid as supporting context; weak standalone indicator in current data
route_near_capacity,Other / task context,supplementary metric,557,0.0,2,-0.16373340162785088,-0.08026366472045358,0.003590664272890485,0.9964093357271095,valid as supporting context; weak standalone indicator in current data
route_near_capacity_count,Other / task context,supplementary metric,557,0.0,2,-0.16373340162785088,-0.08026366472045358,0.003590664272890485,0.9964093357271095,valid as supporting context; weak standalone indicator in current data
route_revision_count,Other / task context,supplementary metric,557,0.0,3,0.016379207454061965,0.0421176481696869,0.008976660682226212,0.9515260323159784,valid as supporting context; weak standalone indicator in current data
route_transfer_miss_probability,Other / task context,supplementary metric,557,0.0,23,0.46241941205895026,0.5493185709963121,0.003590664272890485,0.0933572710951526,valid as supporting context; weak standalone indicator in current data
runtime_sec,Other / task context,supplementary metric,557,0.0,557,0.30313805940435945,0.3170334207979166,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
speech_duration_total_sec,Other / task context,supplementary metric,557,0.0,372,-0.48531842468823283,-0.4207911165632274,0.0017953321364452424,0.23518850987432674,valid as supporting context; weak standalone indicator in current data
task_focus_score,Other / task context,supplementary metric,557,0.0,217,0.39675353554918585,0.4614473513093415,0.005385996409335727,0.025134649910233394,valid as supporting context; weak standalone indicator in current data
transfer_count,Other / task context,supplementary metric,557,0.0,3,0.4862923422043566,0.5830596642802792,0.25673249551166966,0.0933572710951526,valid as supporting context; weak standalone indicator in current data
transfer_min,Other / task context,supplementary metric,557,0.0,9,0.4212418936041464,0.5219218537849581,0.010771992818671455,0.0933572710951526,valid as supporting context; weak standalone indicator in current data
transfer_tolerance,Other / task context,supplementary metric,557,0.0,3,0.07074867167380727,0.07013982226478613,0.1400359066427289,0.06822262118491922,valid as supporting context; weak standalone indicator in current data
word_count,Other / task context,supplementary metric,557,0.0,171,0.45677471575127854,0.5046575474037013,0.0017953321364452424,0.003590664272890485,valid as supporting context; weak standalone indicator in current data
task_outcome_constraint_route_change_rate,Task outcome,supplementary metric,557,0.0,2,0.08046393897546927,0.07535357718490705,0.0718132854578097,0.9281867145421903,valid as supporting context; weak standalone indicator in current data
task_outcome_first_compliant_route_turn,Task outcome,supplementary metric,496,0.10951526032315984,4,-0.007512984058725466,-0.0075129840587254745,0.02333931777378815,0.7989228007181328,valid as supporting context; weak standalone indicator in current data
task_outcome_first_valid_route_turn,Task outcome,supplementary metric,506,0.09156193895870735,4,0.02884710932835683,0.02884710932835683,0.02333931777378815,0.8168761220825853,valid as supporting context; weak standalone indicator in current data
task_outcome_successful_natural_closure,Task outcome,supplementary metric,557,0.0,2,0.4453577400615409,0.4318783633337383,0.5960502692998204,0.40394973070017953,valid as supporting context; weak standalone indicator in current data
task_outcome_turns_to_success,Task outcome,supplementary metric,496,0.10951526032315984,4,-0.007512984058725466,-0.0075129840587254745,0.02333931777378815,0.7989228007181328,valid as supporting context; weak standalone indicator in current data
task_outcome_turns_used,Task outcome,supplementary metric,557,0.0,14,0.13692800391527005,0.1648177459673744,0.10412926391382406,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
tts_audio_duration_error,Text-to-speech,supplementary metric,557,0.0,321,0.1321156800081582,0.13668896416890702,0.005385996409335727,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
tts_clipping_rate,Text-to-speech,supplementary metric,557,0.0,2,0.03489367285349551,0.03383756689754199,0.008976660682226212,0.9910233393177738,valid as supporting context; weak standalone indicator in current data
tts_dnsmos,Text-to-speech,supplementary metric,557,0.0,328,-0.06455636571263235,-0.06384813835781654,0.0017953321364452424,0.017953321364452424,valid as supporting context; weak standalone indicator in current data
tts_leading_trailing_silence,Text-to-speech,supplementary metric,557,0.0,191,0.1766961653042531,0.1717217495362157,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
tts_nisqa,Text-to-speech,supplementary metric,557,0.0,330,0.3447714305780629,0.3507139681902532,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
tts_real_time_factor,Text-to-speech,supplementary metric,557,0.0,510,-0.2829562109284082,-0.23442401462286433,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
tts_round_trip_route_accuracy,Text-to-speech,supplementary metric,507,0.08976660682226212,14,0.10324549555718925,0.12863256018999156,0.585278276481149,0.00718132854578097,valid as supporting context; weak standalone indicator in current data
tts_round_trip_semantic_intelligibility,Text-to-speech,supplementary metric,557,0.0,23,-0.2023603234234433,-0.21857307792620861,0.5529622980251346,0.003590664272890485,valid as supporting context; weak standalone indicator in current data
tts_speaking_rate_accuracy,Text-to-speech,supplementary metric,557,0.0,297,-0.36802368032168786,-0.3939615532041667,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
tts_synthesis_latency,Text-to-speech,supplementary metric,557,0.0,547,-0.2332286397515999,-0.18346289217267364,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
whole_dialogue_agent_a_task_focus_score,Whole dialogue,supplementary metric,557,0.0,168,0.46118019991096065,0.5315966412364366,0.005385996409335727,0.04488330341113106,valid as supporting context; weak standalone indicator in current data
whole_dialogue_agent_b_task_focus_score,Whole dialogue,supplementary metric,557,0.0,198,0.24798141865352177,0.29915353237777076,0.0017953321364452424,0.02872531418312388,valid as supporting context; weak standalone indicator in current data
whole_dialogue_clarification_count,Whole dialogue,supplementary metric,557,0.0,7,-0.1763417088966881,-0.18051649060708522,0.003590664272890485,0.40754039497307004,valid as supporting context; weak standalone indicator in current data
whole_dialogue_corrected_token_rate,Whole dialogue,supplementary metric,557,0.0,158,0.2342213346392327,0.25492795177717537,0.0017953321364452424,0.45601436265709155,valid as supporting context; weak standalone indicator in current data
whole_dialogue_correction_turn_rate,Whole dialogue,supplementary metric,557,0.0,48,0.23384416903872524,0.2604868392947485,0.003590664272890485,0.45601436265709155,valid as supporting context; weak standalone indicator in current data
whole_dialogue_dialogue_cost,Whole dialogue,supplementary metric,557,0.0,14,0.13692800391527005,0.1648177459673744,0.10412926391382406,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
whole_dialogue_distraction_rate,Whole dialogue,supplementary metric,557,0.0,217,-0.39675353554918574,-0.46144735130934134,0.025134649910233394,0.005385996409335727,valid as supporting context; weak standalone indicator in current data
whole_dialogue_first_deviation_elapsed_sec,Whole dialogue,supplementary metric,433,0.22262118491921,13,0.19993961434036528,0.22275593820076825,0.0017953321364452424,0.36624775583482944,valid as supporting context; weak standalone indicator in current data
whole_dialogue_first_deviation_turn,Whole dialogue,supplementary metric,433,0.22262118491921,8,0.24210410957841016,0.24097985768802252,0.01615798922800718,0.4649910233393178,valid as supporting context; weak standalone indicator in current data
whole_dialogue_natural_closure_rate,Whole dialogue,supplementary metric,557,0.0,2,0.4453577400615409,0.4318783633337383,0.5960502692998204,0.40394973070017953,valid as supporting context; weak standalone indicator in current data
whole_dialogue_pipeline_dependency_integrity,Whole dialogue,supplementary metric,557,0.0,18,-0.08034891388340003,-0.1276290129420599,0.59245960502693,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
whole_dialogue_repair_count,Whole dialogue,supplementary metric,557,0.0,7,-0.1763417088966881,-0.18051649060708522,0.003590664272890485,0.40754039497307004,valid as supporting context; weak standalone indicator in current data
whole_dialogue_resource_cost,Whole dialogue,supplementary metric,557,0.0,557,0.30730805764102026,0.32182777293388953,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
whole_dialogue_route_revision_count,Whole dialogue,supplementary metric,557,0.0,3,0.016379207454061965,0.0421176481696869,0.008976660682226212,0.9515260323159784,valid as supporting context; weak standalone indicator in current data
whole_dialogue_total_runtime,Whole dialogue,supplementary metric,557,0.0,557,0.3031380550732655,0.31703341627968445,0.0017953321364452424,0.0017953321364452424,valid as supporting context; weak standalone indicator in current data
