signature,count,family_count,families,examples
failed C-MPCC-FC-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-bdf137f375-A: NameError: name 'speech_parameter_keys' is not defined; continuing,2,2,slurm-small1-tinyllama-main-c08.err;slurm-small1-tinyllama-main-c09.err,failed C-MPCC-FC-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-bdf137f375-A: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-FC-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-bdf137f375-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-7f24258767-A: NameError: name 'speech_parameter_keys' is not defined; continuing,2,2,slurm-small2-qwen-0-5b-main-c08.err;slurm-small2-qwen-0-5b-main-c09.err,failed C-MPCC-FC-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-7f24258767-A: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-FC-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-7f24258767-A: NameError: name 'speech_parameter_keys' is not defined; continuing
ERROR: ollama executable is required for this Agent B model.,2,2,slurm-userlm-s1-llama1b.err;slurm-userlm-s2-qwen15b.err,ERROR: ollama executable is required for this Agent B model. || ERROR: ollama executable is required for this Agent B model.
ERROR: .git<path> exists.,1,1,fast-results-push.err,ERROR: .git/index.lock exists.
results<path>,1,1,min-results-push-v2.out,results/general/slurm_error_summary.txt
<path>: 21: python: not found,1,1,min-results-push.err,/var/tmp/slurmd_spool/job1768257/slurm_script: 21: python: not found
slurmstepd-node<n>: error: *** JOB <id> ON node<n> CANCELLED AT <timestamp> DUE TO TIME LIMIT ***,1,1,prepare-push-results.err,slurmstepd-node182: error: *** JOB 1768161 ON node182 CANCELLED AT 2026-07-13T17:55:45 DUE TO TIME LIMIT ***
remote: error: Trace: 1aa4c6b1911e479e0eecfa51ba717120621a326490c0d29c41e7a48f3175bd31,1,1,push-result-chunks.err,remote: error: Trace: 1aa4c6b1911e479e0eecfa51ba717120621a326490c0d29c41e7a48f3175bd31
remote: error: See https:<path> for more information.,1,1,push-result-chunks.err,remote: error: See https://gh.io/lfs for more information.
remote: error: File results<path> is 119.46 MB; this exceeds GitHub's file size limit of 100.00 MB,1,1,push-result-chunks.err,remote: error: File results/comparison/combined_metrics_long.csv is 119.46 MB; this exceeds GitHub's file size limit of 100.00 MB
remote: error: GH001: Large files detected. You may want to try Git Large File Storage - https:<path>,1,1,push-result-chunks.err,remote: error: GH001: Large files detected. You may want to try Git Large File Storage - https://git-lfs.github.com.
error: failed to push some refs to 'ssh:<path>:443<path>,1,1,push-result-chunks.err,error: failed to push some refs to 'ssh://ssh.github.com:443/generalgroovy/CoopNavigationSDS.git'
[4<path> Stage run results and Slurm<path> logs,1,1,push-results-clean.out,[4/9] Stage run results and Slurm/error logs
ERROR: files over 95 MB would likely be rejected by GitHub:,1,1,push-results.out,ERROR: files over 95 MB would likely be rejected by GitHub:
failed C-MT-FC-CLEAN-PIP-FWH-QQ57I-DEFAU-LRG-I0-69f6541d45-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-main-c01.err,failed C-MT-FC-CLEAN-PIP-FWH-QQ57I-DEFAU-LRG-I0-69f6541d45-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-DST-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-c91c2746d2-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-main-c02.err,failed C-MT-DST-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-c91c2746d2-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-CEE-DST-HESIT-PIP-FWH-QQ57I-DEFAU-LRG-I0-86c8f95e2a-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-main-c04.err,failed C-CEE-DST-HESIT-PIP-FWH-QQ57I-DEFAU-LRG-I0-86c8f95e2a-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-4652839b64-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-main-c05.err,failed C-MPCC-FC-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-4652839b64-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-DST-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-17058bddca-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-main-c07.err,failed C-MPCC-DST-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-17058bddca-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-DST-SC-PIP-VOS-QQ57I-DEFAU-LRG-I0-469455f750-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-main-c08.err,failed C-MPCC-DST-SC-PIP-VOS-QQ57I-DEFAU-LRG-I0-469455f750-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-RAN-SC-PIP-FWH-QQ57I-PAD-LRG-I0-339a952d12-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-pressure-c01.err,failed C-MPCC-RAN-SC-PIP-FWH-QQ57I-PAD-LRG-I0-339a952d12-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-FC-HESIT-PIP-FWH-QQ57I-PSS-LRG-I0-9bfa7d136a-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-pressure-c02.err,failed C-MT-FC-HESIT-PIP-FWH-QQ57I-PSS-LRG-I0-9bfa7d136a-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-AR-MC-PIP-FWH-QQ57I-PTB-LRG-I0-0e643f8241-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-pressure-c03.err,failed C-MT-AR-MC-PIP-FWH-QQ57I-PTB-LRG-I0-0e643f8241-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-AC-CAR-HESIT-PIP-FWH-QQ57I-PAD-LRG-I0-91bdc11cda-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-pressure-c04.err,failed C-AC-CAR-HESIT-PIP-FWH-QQ57I-PAD-LRG-I0-91bdc11cda-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-CEE-DST-SC-PIP-FWH-QQ57I-PSS-LRG-I0-2faffdd77b-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-pressure-c05.err,failed C-CEE-DST-SC-PIP-FWH-QQ57I-PSS-LRG-I0-2faffdd77b-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-CEE-AR-SC-PIP-FWH-QQ57I-PSS-LRG-I0-0fbf2696f1-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-pressure-c06.err,failed C-CEE-AR-SC-PIP-FWH-QQ57I-PSS-LRG-I0-0fbf2696f1-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-LE-DST-CLEAN-PIP-FWH-QQ57I-PCC-LRG-I0-a11b7d6f92-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-pressure-c07.err,failed C-LE-DST-CLEAN-PIP-FWH-QQ57I-PCC-LRG-I0-a11b7d6f92-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-LE-RAN-MC-PIP-FWH-QQ57I-PSS-LRG-I0-0e2d13cd3f-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-large1-qwen-7b-pressure-c08.err,failed C-LE-RAN-MC-PIP-FWH-QQ57I-PSS-LRG-I0-0e2d13cd3f-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-CAR-MC-PIP-VOS-QQ515-DEFAU-MED-I0-1e58178f28-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium1-qwen-1-5b-main-c01.err,failed C-MT-CAR-MC-PIP-VOS-QQ515-DEFAU-MED-I0-1e58178f28-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-AC-CAR-MC-PIP-VOS-QQ515-DEFAU-MED-I0-<id>-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium1-qwen-1-5b-main-c02.err,failed C-AC-CAR-MC-PIP-VOS-QQ515-DEFAU-MED-I0-4220382168-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-CEE-RAN-SC-PIP-VOS-QQ515-DEFAU-MED-I0-be2b7c4ec8-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium1-qwen-1-5b-main-c03.err,failed C-CEE-RAN-SC-PIP-VOS-QQ515-DEFAU-MED-I0-be2b7c4ec8-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-SC-PIP-VOS-QQ515-DEFAU-MED-I0-3f3741423b-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium1-qwen-1-5b-main-c04.err,failed C-MPCC-FC-SC-PIP-VOS-QQ515-DEFAU-MED-I0-3f3741423b-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-DST-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-b415c86f28-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium1-qwen-1-5b-main-c05.err,failed C-MPCC-DST-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-b415c86f28-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium1-qwen-1-5b-main-c07.err,failed C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-MSER-CLEAN-PIP-FWH-QQ515-PTB-MED-I0-b9ec6888f9-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium1-qwen-1-5b-pressure-c01.err,failed C-MPCC-MSER-CLEAN-PIP-FWH-QQ515-PTB-MED-I0-b9ec6888f9-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-RAN-MC-PIP-FWH-QQ515-PCP-MED-I0-b5b4e37baf-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium1-qwen-1-5b-pressure-c02.err,failed C-MT-RAN-MC-PIP-FWH-QQ515-PCP-MED-I0-b5b4e37baf-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-AC-DST-MC-PIP-FWH-QQ515-PCC-MED-I0-140951eaa9-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium1-qwen-1-5b-pressure-c03.err,failed C-AC-DST-MC-PIP-FWH-QQ515-PCC-MED-I0-140951eaa9-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-CEE-RAN-HESIT-PIP-FWH-QQ515-PCC-MED-I0-613bb8670c-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium1-qwen-1-5b-pressure-c04.err,failed C-CEE-RAN-HESIT-PIP-FWH-QQ515-PCC-MED-I0-613bb8670c-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-LE-DST-CLEAN-PIP-FWH-QQ515-PCC-MED-I0-2a9ea27617-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium1-qwen-1-5b-pressure-c05.err,failed C-LE-DST-CLEAN-PIP-FWH-QQ515-PCC-MED-I0-2a9ea27617-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-LE-RAN-MC-PIP-FWH-QQ515-PSS-MED-I0-1a25176215-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium1-qwen-1-5b-pressure-c06.err,failed C-LE-RAN-MC-PIP-FWH-QQ515-PSS-MED-I0-1a25176215-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-400501dfd8-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium2-phi3-main-c01.err,failed C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-400501dfd8-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-4790f491a9-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium2-phi3-main-c02.err,failed C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-4790f491a9-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-CEE-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-02fd33f37b-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium2-phi3-main-c03.err,failed C-CEE-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-02fd33f37b-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-41c13f07cd-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium2-phi3-main-c04.err,failed C-MPCC-FC-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-41c13f07cd-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-DST-CLEAN-PIP-VOS-MP3M4-DEFAU-MED-I0-4b023c574d-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium2-phi3-main-c05.err,failed C-MPCC-DST-CLEAN-PIP-VOS-MP3M4-DEFAU-MED-I0-4b023c574d-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-CLEAN-PIP-VOS-MP3M4-DEFAU-MED-I0-2d9dc5947d-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium2-phi3-main-c07.err,failed C-MPCC-FC-CLEAN-PIP-VOS-MP3M4-DEFAU-MED-I0-2d9dc5947d-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-MSER-CLEAN-PIP-FWH-MP3M4-PTB-MED-I0-3ee6037ba9-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium2-phi3-pressure-c01.err,failed C-MPCC-MSER-CLEAN-PIP-FWH-MP3M4-PTB-MED-I0-3ee6037ba9-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-RAN-MC-PIP-FWH-MP3M4-PCP-MED-I0-0452e25fc3-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium2-phi3-pressure-c02.err,failed C-MT-RAN-MC-PIP-FWH-MP3M4-PCP-MED-I0-0452e25fc3-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-AC-DST-MC-PIP-FWH-MP3M4-PCC-MED-I0-bfcb4b4d8b-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium2-phi3-pressure-c03.err,failed C-AC-DST-MC-PIP-FWH-MP3M4-PCC-MED-I0-bfcb4b4d8b-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-CEE-RAN-HESIT-PIP-FWH-MP3M4-PCC-MED-I0-f9a59d1775-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium2-phi3-pressure-c04.err,failed C-CEE-RAN-HESIT-PIP-FWH-MP3M4-PCC-MED-I0-f9a59d1775-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-LE-DST-CLEAN-PIP-FWH-MP3M4-PCC-MED-I0-a7ff7b7078-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium2-phi3-pressure-c05.err,failed C-LE-DST-CLEAN-PIP-FWH-MP3M4-PCC-MED-I0-a7ff7b7078-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-LE-RAN-MC-PIP-FWH-MP3M4-PSS-MED-I0-99abcbbd2f-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-medium2-phi3-pressure-c06.err,failed C-LE-RAN-MC-PIP-FWH-MP3M4-PSS-MED-I0-99abcbbd2f-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-CAR-MC-PIP-VOS-TL1-DEFAU-SML-I0-036c04f4bd-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-main-c01.err,failed C-MT-CAR-MC-PIP-VOS-TL1-DEFAU-SML-I0-036c04f4bd-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-AC-CAR-MC-PIP-VOS-TL1-DEFAU-SML-I0-78add5c1e3-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-main-c02.err,failed C-AC-CAR-MC-PIP-VOS-TL1-DEFAU-SML-I0-78add5c1e3-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-CEE-RAN-SC-PIP-VOS-TL1-DEFAU-SML-I0-79c5f3a0fd-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-main-c03.err,failed C-CEE-RAN-SC-PIP-VOS-TL1-DEFAU-SML-I0-79c5f3a0fd-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-SC-PIP-VOS-TL1-DEFAU-SML-I0-30f07579fe-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-main-c04.err,failed C-MPCC-FC-SC-PIP-VOS-TL1-DEFAU-SML-I0-30f07579fe-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-DST-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-c8887a80cf-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-main-c05.err,failed C-MPCC-DST-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-c8887a80cf-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-RAN-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-7891cd87dd-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-main-c06.err,failed C-MPCC-RAN-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-7891cd87dd-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-bdf137f375-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-main-c07.err,failed C-MPCC-FC-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-bdf137f375-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-MSER-CLEAN-PIP-FWH-TL1-PTB-SML-I0-da4f3f25a8-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-pressure-c01.err,failed C-MPCC-MSER-CLEAN-PIP-FWH-TL1-PTB-SML-I0-da4f3f25a8-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-RAN-MC-PIP-FWH-TL1-PCP-SML-I0-873ba62c8b-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-pressure-c02.err,failed C-MT-RAN-MC-PIP-FWH-TL1-PCP-SML-I0-873ba62c8b-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-AC-DST-MC-PIP-FWH-TL1-PCC-SML-I0-09269708dd-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-pressure-c03.err,failed C-AC-DST-MC-PIP-FWH-TL1-PCC-SML-I0-09269708dd-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-CEE-RAN-HESIT-PIP-FWH-TL1-PCC-SML-I0-ce4b2f4cf2-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-pressure-c04.err,failed C-CEE-RAN-HESIT-PIP-FWH-TL1-PCC-SML-I0-ce4b2f4cf2-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-LE-DST-CLEAN-PIP-FWH-TL1-PCC-SML-I0-eebd4ff448-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-pressure-c05.err,failed C-LE-DST-CLEAN-PIP-FWH-TL1-PCC-SML-I0-eebd4ff448-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-LE-RAN-MC-PIP-FWH-TL1-PSS-SML-I0-3a896f01ed-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small1-tinyllama-pressure-c06.err,failed C-LE-RAN-MC-PIP-FWH-TL1-PSS-SML-I0-3a896f01ed-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-edb939663a-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-main-c01.err,failed C-MT-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-edb939663a-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-AC-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-83ccbc5057-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-main-c02.err,failed C-AC-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-83ccbc5057-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-CEE-RAN-SC-PIP-VOS-Q05-DEFAU-SML-I0-2aa0006b49-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-main-c03.err,failed C-CEE-RAN-SC-PIP-VOS-Q05-DEFAU-SML-I0-2aa0006b49-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-SC-PIP-VOS-Q05-DEFAU-SML-I0-<id>-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-main-c04.err,failed C-MPCC-FC-SC-PIP-VOS-Q05-DEFAU-SML-I0-1038766933-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-DST-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-9316a45235-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-main-c05.err,failed C-MPCC-DST-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-9316a45235-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-RAN-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-cfc511dd64-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-main-c06.err,failed C-MPCC-RAN-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-cfc511dd64-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-7f24258767-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-main-c07.err,failed C-MPCC-FC-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-7f24258767-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-MSER-CLEAN-PIP-FWH-Q05-PTB-SML-I0-a47f08e133-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-pressure-c01.err,failed C-MPCC-MSER-CLEAN-PIP-FWH-Q05-PTB-SML-I0-a47f08e133-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-RAN-MC-PIP-FWH-Q05-PCP-SML-I0-bbcaa8a450-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-pressure-c02.err,failed C-MT-RAN-MC-PIP-FWH-Q05-PCP-SML-I0-bbcaa8a450-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-AC-DST-MC-PIP-FWH-Q05-PCC-SML-I0-96e454d53f-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-pressure-c03.err,failed C-AC-DST-MC-PIP-FWH-Q05-PCC-SML-I0-96e454d53f-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-CEE-RAN-HESIT-PIP-FWH-Q05-PCC-SML-I0-7d1f634aeb-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-pressure-c04.err,failed C-CEE-RAN-HESIT-PIP-FWH-Q05-PCC-SML-I0-7d1f634aeb-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-LE-DST-CLEAN-PIP-FWH-Q05-PCC-SML-I0-0e89cf7223-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-pressure-c05.err,failed C-LE-DST-CLEAN-PIP-FWH-Q05-PCC-SML-I0-0e89cf7223-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-LE-RAN-MC-PIP-FWH-Q05-PSS-SML-I0-f7af63a661-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-small2-qwen-0-5b-pressure-c06.err,failed C-LE-RAN-MC-PIP-FWH-Q05-PSS-SML-I0-f7af63a661-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-DST-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-1b68cf148b-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-userlm-large-01-qwen2-5-7b-a2ef92-c01of24.err,failed C-MPCC-DST-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-1b68cf148b-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-FC-CLEAN-PIP-FWH-QQ57I-DEFAU-LRG-I0-69f6541d45-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-userlm-large-01-qwen2-5-7b-a2ef92-c02of24.err,failed C-MT-FC-CLEAN-PIP-FWH-QQ57I-DEFAU-LRG-I0-69f6541d45-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-DST-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-c91c2746d2-T: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-userlm-large-01-qwen2-5-7b-a2ef92-c03of24.err,failed C-MT-DST-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-c91c2746d2-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MT-RAN-SC-PIP-VOS-QQ57I-DEFAU-LRG-I0-570a55f795-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-userlm-large-01-qwen2-5-7b-a2ef92-c04of24.err,failed C-MT-RAN-SC-PIP-VOS-QQ57I-DEFAU-LRG-I0-570a55f795-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-CEE-CAR-MC-PIP-VOS-QQ57I-DEFAU-LRG-I0-1eb7b6da1e-A: NameError: name 'speech_parameter_keys' is not defined; continuing,1,1,slurm-userlm-large-01-qwen2-5-7b-a2ef92-c06of24.err,failed C-CEE-CAR-MC-PIP-VOS-QQ57I-DEFAU-LRG-I0-1eb7b6da1e-A: NameError: name 'speech_parameter_keys' is not defined; continuing
